Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
NATURE MORTE AUX CITRONS ET AUX HUÏTRES,422500,350000,450000,Signed Lower Right,nogiven,Oil / Canvas,180,Sotheby's New York,"11/03/2011
                ",sold,38.43,21.92
PAYSAGE,374500,250000,350000,Signed Lower Right,1905,Oil / Canvas,186,Sotheby's New York,"11/03/2011
                ",sold,41.28,32.39
ROUTE À CAGNES,0,30000,40000,Unavailable,nogiven,Watercolor / Paper,209,Sotheby's New York,"11/03/2011
                ",sold,32.72,24.13
TÊTE DE FEMME,134500,80000,120000,Signed,nogiven,Oil / Canvas,418,Sotheby's New York,"11/03/2011
                ",sold,28.91,28.58
ÉTUDE DE TÊTES,0,120000,180000,Stamped,nogiven,Oil / Canvas,419,Sotheby's New York,"11/03/2011
                ",sold,17.15,40.97
LE SUCRIER,0,100000,150000,Stamped,nogiven,Oil / Canvas,420,Sotheby's New York,"11/03/2011
                ",sold,27.31,22.56
PORTRAIT EN BUSTE DE JEUNE FILLE,1874500,1800000,2500000,Signed Lower Left,nogiven,Oil / Canvas,12,Sotheby's New York,"11/02/2011
                ",sold,46.08,55.58
NU ASSIS,0,2000000,3000000,Signed Lower Left,1910,Oil / Canvas,59,Sotheby's New York,"11/02/2011
                ",sold,46.36,54.94
"NU ASSIS, DE DOS",482500,400000,600000,Signed Lower Left,1895,Oil / Canvas,69,Sotheby's New York,"11/02/2011
                ",sold,20.65,30.48
FEMME LISANT SUR UN BANC,902500,700000,1000000,Signed Lower Right,nogiven,Oil / Canvas,71,Sotheby's New York,"11/02/2011
                ",sold,31.75,39.37
Portrait de femme,0,60000,80000,Unavailable,nogiven,Oil / Canvas,227,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,10.16,13.34
Paysage ,0,200000,300000,Signed Lower Right,1895,Oil / Canvas,228,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,46.36,30.48
Nu de dos,0,50000,70000,Signed,nogiven,Oil / Card,230,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,12.07,24.13
Nature morte,0,400000,600000,Signed Lower Left,nogiven,Oil / Canvas,242,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,41.91,32.08
Roses,0,80000,120000,Signed Initials,nogiven,Oil / Canvas,251,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,12.7,18.75
Esquisse de paysage,0,70000,90000,Stamped,nogiven,Oil / Canvas,261,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,16.21,22.23
Baigneuse assise,482500,500000,700000,Signed,1915,Oil / Canvas,272,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,36.2,43.51
Tête de femme ,422500,400000,600000,Signed Lower Right,1895,Oil / Canvas,286,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,33.02,41.28
Etude de femme au chapeau jaune,386500,350000,450000,Stamped,nogiven,Oil / Canvas,298,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,34.29,29.85
La vallée de la Cagne,0,60000,80000,Stamped,1905,Oil / Canvas,300,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,27.94,14.3
Arbres au bord de l'Eau,0,200000,300000,Stamped,nogiven,Oil / Canvas,307,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,40.64,31.12
Paysage,104500,100000,150000,Stamped,nogiven,Oil / Canvas,313,"Christie's New York, Rockefeller Center","11/02/2011
                ",sold,30.81,22.86
Femme dansant en costume d'italienne,0,1000000,1500000,Signed Lower Left,1881,Oil / Canvas,20,"Christie's New York, Rockefeller Center","11/01/2011
                ",sold,31.45,41.28
La Leçon ,0,5000000,7000000,Stamped,1906,Oil / Canvas,26,"Christie's New York, Rockefeller Center","11/01/2011
                ",sold,85.09,65.1
NUDE,0,479080,547520,Signed,nogiven,Oil / Canvas,1221,Hampel Fine Art Auctions,"09/15/2011-09/16/2011
                ",sold,27.0,41.0
ETUDE DE TETE ESPAGNOLE,0,90000,130000,Signed Initials,1900,Oil / Canvas,343,Butterscotch Auction Gallery,"09/11/2011
                ",sold,14.99,19.05
Les bécasses,0,43170,71950,Signed Lower Right,nogiven,Oil / Canvas,26,Artcurial Deauville,"08/22/2011
                ",sold,20.0,14.0
Portrait de Gabrielle,52160,43170,71950,Stamped,1910,Oil / Canvas,27,Artcurial Deauville,"08/22/2011
                ",sold,10.0,12.0
Paysage,77860,99090,113250,Signed Lower Left,1892,Oil / Canvas,86,Accademia Fine Art,"08/06/2011
                ",sold,28.0,22.0
Paysage de Cagnes,0,256590,356380,Signed Lower Left,1900,Oil / Canvas,25,Delorme Collin Du Bocage Paris,"08/04/2011
                ",sold,38.0,26.0
LA FONTAINE OU JEUNE FILLE PRES D'UNE FONTAINE,802310,1002890,1289430,Signed Lower Left,nogiven,Oil / Canvas,8,Marc Arthur Kohn,"07/30/2011
                ",sold,30.0,47.0
FEMME AU CHAPEAU,0,859,1146160,Signed,nogiven,Oil / Canvas,9,Marc Arthur Kohn,"07/30/2011
                ",sold,43.0,41.0
CITRONS,137820,129330,193990,Signed Lower Right,nogiven,Oil / Canvas,276,"Sotheby's London, New Bond Street","06/23/2011
                ",sold,31.5,16.5
LES ANEMONES,83500,32330,48500,Signed Lower Left,nogiven,Watercolor / Paper,282,"Sotheby's London, New Bond Street","06/23/2011
                ",sold,63.0,33.5
OEDIPE ROI,118420,97000,129330,Stamped,1895,Oil / Canvas,325,"Sotheby's London, New Bond Street","06/23/2011
                ",sold,36.0,94.0
PAYSAGE DE MONTMARTRE,166910,113160,145490,Signed Lower Left,nogiven,Oil / Canvas,328,"Sotheby's London, New Bond Street","06/23/2011
                ",sold,32.7,19.8
FEMME DANS UN INTERIEUR,166910,129330,193990,Signed,nogiven,Oil / Canvas,329,"Sotheby's London, New Bond Street","06/23/2011
                ",sold,33.4,41.3
LES ROSES AU RIDEAU BLEU,1301900,648640,972960,Signed Lower Left,1912,Oil / Canvas,2,"Sotheby's London, New Bond Street","06/22/2011
                ",sold,55.5,47.5
BAIGNEUSE ALLONGÉE DE DOS AVEC UN CHAPEAU DE PAILLE	 OR FEMME COUCHÉE SUR L'HERBE,3699280,1297280,1945920,Signed Lower Right,1892,Oil / Canvas,18,"Sotheby's London, New Bond Street","06/22/2011
                ",sold,46.0,27.0
Vue du Cannet,177160,227020,324320,Stamped,1901,Oil / Canvas,352,"Christie's London, King Street","06/22/2011
                ",sold,36.2,20.2
Jeune femme au chapeau,83760,48650,64860,Unavailable,nogiven,Oil / Canvas,357,"Christie's London, King Street","06/22/2011
                ",sold,9.1,13.5
Paysage au bord de la mer,157700,64860,97300,Signed,nogiven,Oil / Canvas,358,"Christie's London, King Street","06/22/2011
                ",sold,32.3,14.3
Portrait de jeune fille,95430,48650,64860,Signed Lower Right,1900,Oil / Canvas,369,"Christie's London, King Street","06/22/2011
                ",sold,15.0,18.1
Jacques-Eugène Spuller,683100,567560,729720,Signed,nogiven,Oil / Canvas,418,"Christie's London, King Street","06/22/2011
                ",sold,38.5,46.2
L'église de Varengeville et les falaises,546880,486480,648640,Signed Lower Right,1880,Oil / Canvas,442,"Christie's London, King Street","06/22/2011
                ",sold,73.0,54.0
Portrait de jeune fille,58200,48500,80840,Signed Initials,nogiven,Oil / Canvas,10,Bonhams Bond Street,"06/21/2011
                ",sold,11.0,15.3
LA SOURCE ,8214860,6466800,9700200,Signed Lower Right,190,Oil / Canvas,29,"Christie's London, King Street","06/21/2011
                ",sold,153.3,67.3
Portrait de bébé ,933240,970020,1293360,Signed and Dated,187,Pastel / Paper,58,"Christie's London, King Street","06/21/2011
                ",sold,42.5,52.9
Jeune femme au chapeau noir,5498800,3556740,4526760,Signed Lower Left,189,Oil / Canvas,61,"Christie's London, King Street","06/21/2011
                ",sold,46.0,55.2
Clocher d'Essoyes,211970,176640,235520,Signed,1895,Oil / Canvas,3204,"Galerie Koller, AG, Zurich","06/20/2011-06/24/2011
                ",sold,31.5,20.5
Studie für Oedipe - La Tragédienne,45220,35330,47100,Signed Monogram,1892,Oil / Canvas,3206,"Galerie Koller, AG, Zurich","06/20/2011-06/24/2011
                ",sold,18.3,21.0
"""Buste de jeune femme de profil"".",0,126080,157600,Stamped,1916,Oil / Canvas,1333,Uppsala Auktionskammare,"06/14/2011-06/17/2011
                ",sold,15.2,13.7
AU JARDIN EN BRETAGNE,708430,646970,934510,Signed Lower Left,nogiven,Oil  and ink / Canvas,6,Sotheby's Paris,"06/01/2011
                ",sold,65.0,53.8
PAYSAGE A ESSOYES,178140,100190,128820,Signed Lower Left,nogiven,Oil / Canvas,17,Artcurial,"05/29/2011
                ",sold,32.6,22.5
"Paysage, la maison vue de la ferme",361080,356800,499520,Signed Lower Right,1915,Oil / Canvas,17,Christie's Paris,"05/20/2011
                ",sold,50.0,39.0
Nature Morte,395090,215510,431010,Stamped,nogiven,Oil / Canvas,72,"Im Kinsky Kunst Auktionen, Vienna","05/10/2011
                ",sold,30.0,40.0
"Femme en rouge lisant, 1895",0,150000,200000,Stamped,1895,Oil / Canvas,1016,Bonhams New York,"05/09/2011
                ",sold,18.11,29.06
"Etude pour Oedipe Roi, 1895",0,70000,90000,Signed Initials,1895,Pastel / Paper on board,1017,Bonhams New York,"05/09/2011
                ",sold,36.2,50.8
Esquisse de fleurs,410500,250000,350000,Stamped,1910-14,Oil / Canvas,305,"Christie's New York, Rockefeller Center","05/05/2011
                ",sold,45.09,43.18
Portrait de Jeanne Samary,1106500,2000000,3000000,Unavailable,1879-80,Pastel / Paper,15,"Christie's New York, Rockefeller Center","05/04/2011
                ",sold,46.36,60.33
"Baigneuse assise, vue de profil ",0,3500000,4500000,Signed Lower Right,1913,Oil / Canvas,50,"Christie's New York, Rockefeller Center","05/04/2011
                ",sold,52.07,62.87
GARÇONS NUS DANS LES ROCHERS À GUERNSEY,722500,500000,700000,Stamped,1883,Oil / Canvas,170,Sotheby's New York,"05/04/2011
                ",sold,56.52,46.69
NATURE MORTE AUX ROSES,410500,150000,200000,Signed,1918,Oil / Canvas,172,Sotheby's New York,"05/04/2011
                ",sold,32.39,18.11
LE GRAND ARBRE AU BORD DE LA ROUTE,0,500000,700000,Signed Lower Left,1886,Oil / Canvas,189,Sotheby's New York,"05/04/2011
                ",sold,64.77,53.98
FAÏENCES DÉCORÉES,158500,130000,180000,Stamped,1916,Oil / Canvas,193,Sotheby's New York,"05/04/2011
                ",sold,31.12,18.11
LA BAIGNEUSEE,2322500,2500000,3500000,Signed,1885-90,Oil / Canvas,30,Sotheby's New York,"05/03/2011
                ",sold,63.2,81.92
BAIGNEUSES,3442500,3000000,4000000,Signed Lower Left,1892,Oil / Canvas,34,Sotheby's New York,"05/03/2011
                ",sold,38.1,46.05
Modèle allongé,806470,741100,1037540,Signed Lower Right,1906,Oil / Canvas,192,Claude Aguttes,"04/29/2011
                ",sold,28.0,32.5
Baigneuse ,0,592880,889320,Signed Lower Left,nogiven,Oil / Canvas,193,Claude Aguttes,"04/29/2011
                ",sold,21.0,33.0
Paysage près de Cagnes sur Mer,104180,86820,115760,Signed Lower Left,nogiven,Oil / Canvas,103,Osenat,"04/10/2011
                ",sold,33.0,19.5
Poelon et Fruits,0,186000,248000,Signed Lower Left,1885,Oil / Canvas,233,Mallet Auction Japan,"03/25/2011
                ",sold,39.3,16.5
Jeune Femme Coucheé en Robe Rose,1350000,1350000,1620000,Unavailable,nogiven,Oil / Canvas,105,K Auction,"03/16/2011
                ",sold,41.0,33.0
JEUNE FEMME EN PROFILE,54630,1000,3000,Signed Initials,nogiven,Oil / Canvas,99,Grogan & Company,"02/13/2011
                ",sold,6.99,8.89
Esquisse de personnages dans un paysage,44210,24110,32150,Signed Initials,1900,Watercolor / Paper,261,"Christie's London, King Street","02/10/2011
                ",sold,26.4,19.8
Village,94600,12860,19290,Signed Lower Left,nogiven,Watercolor  and pencil / Paper,401,"Christie's London, King Street","02/10/2011
                ",sold,24.5,17.6
Suzanne et Jean,310650,241130,321500,Signed Initials,nogiven,Pastel / Paper,403,"Christie's London, King Street","02/10/2011
                ",sold,31.0,42.0
Tête de fillette,1272580,482250,803750,Signed and Dated,nogiven,Oil / Canvas,406,"Christie's London, King Street","02/10/2011
                ",sold,32.5,42.0
Jeune fille et enfant au bord de la mer,117750,48230,80380,Unavailable,nogiven,Watercolor  and pencil / Paper,411,"Christie's London, King Street","02/10/2011
                ",sold,35.3,23.7
Gabrielle tenant un miroir ou Marie Dupuis tenant un miroir avec un portrait de Coco,773610,482250,643000,Signed Lower Right,nogiven,Oil / Canvas,438,"Christie's London, King Street","02/10/2011
                ",sold,31.2,38.3
Maison,79170,32150,48230,Stamped,nogiven,Oil / Canvas,501,"Christie's London, King Street","02/10/2011
                ",sold,16.2,22.7
Paysage à la cabane,426390,241130,321500,Signed,1915,Oil / Canvas,502,"Christie's London, King Street","02/10/2011
                ",sold,50.2,38.5
Fillette à l'orange,1329310,1127560,1932960,Signed Lower Left,1911,Oil / Canvas,44,"Christie's London, King Street","02/09/2011
                ",sold,54.4,65.5
LA TERRASSE À CAGNES,736540,354380,451020,Signed Lower Right,1908,Oil / Canvas,130,"Sotheby's London, New Bond Street","02/09/2011
                ",sold,28.4,35.0
PORT DE LA ROCHELLE,349950,322160,483240,Signed Lower Left,1896,Oil / Canvas,318,"Sotheby's London, New Bond Street","02/09/2011
                ",sold,32.3,20.7
"LA LECTURE, DEUX FEMMES AUX CORSAGES ROUGE ET ROSE",0,3224000,4836000,Stamped,1918,Oil / Canvas,6,"Sotheby's London, New Bond Street","02/08/2011
                ",sold,67.0,54.0
PAYSAGE MERIDIONAL AUX OLIVIERS,441120,329600,395520,Signed Lower Right,1901,Oil / Canvas,33,Versailles Enchères Perrin-Royère-Lajeunesse,"12/19/2010
                ",sold,50.0,35.0
JEUNE FILLE AU BORD DE LA FONTAINE À AIX EN PROVENCE,0,40230,53640,Stamped,nogiven,Oil / Canvas,14,"Tajan, Paris","12/15/2010
                ",sold,14.0,18.0
PORTRAIT D'HOMME,0,184140,210450,Signed,nogiven,Oil / Canvas,2,Kunsthaus Lempertz,"12/03/2010-12/04/2010
                ",sold,38.0,46.0
Portrait de jeune fille,0,23500,32640,Signed Initials,nogiven,Oil / Canvas,28,Christie's Paris,"12/02/2010
                ",sold,6.0,9.0
PERSONNAGES DANS UN PAYSAGE MERIDIONAL,111870,79150,105540,Signed Lower Left,1908-1910,Oil / Canvas,33,Artcurial,"11/30/2010
                ",sold,27.5,15.0
FEMME AU CORSAGE BLEU,74600,128900,180460,Signed,1906,Oil / Canvas,83,"Est-Ouest Auctions Co., Ltd.","11/25/2010-11/27/2010
                ",sold,16.5,19.5
Femme nue,0,70660,90850,Signed Monogram,nogiven,Oil / Canvas,42,Galerie Fischer Auktionen AG,"11/24/2010-11/26/2010
                ",sold,11.0,17.0
Etude de Deux Nus en Buste et Esquisse de Femme,46880,50000,80000,Unsigned,1900,Oil / Canvas,27,Doyle New York,"11/10/2010
                ",sold,18.42,13.03
Trois personnages dans un paysage,167300,150000,200000,Signed Lower Right,nogiven,Oil / Canvas,64042,Heritage Auctions,"11/10/2010
                ",sold,27.94,20.32
Femme en rouge lisant,0,200000,400000,Signed Lower Right,1895,Oil / Canvas,11,Bonhams New York,"11/09/2010
                ",sold,18.11,30.18
Marie-Louise Durand-Ruel,542500,500000,700000,Signed and Dated,1898,Pastel / Paper,107,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,36.83,44.15
Paysage,182500,100000,150000,Signed Lower Right,nogiven,Oil / Canvas,303,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,25.1,19.38
Nature morte aux fruits,290500,250000,350000,Signed,nogiven,Oil / Canvas,311,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,28.27,17.15
Le Poirier,866500,400000,600000,Signed Lower Right,1870,Oil / Canvas,377,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,37.8,46.36
Assiette de Provence,146500,60000,80000,Unavailable,1915,Oil / Canvas,411,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,38.1,20.96
Anemones,266500,250000,350000,Signed Lower Left,nogiven,Oil / Canvas,422,"Christie's New York, Rockefeller Center","11/04/2010
                ",sold,27.64,39.07
Maternité ou Femme allaitant son enfant ,0,5000000,7000000,Signed Lower Right,1886,Oil / Canvas,32,"Christie's New York, Rockefeller Center","11/03/2010
                ",sold,64.77,81.28
Adrienne,1986500,2000000,3000000,Signed Lower Right,1878,Oil / Canvas,69,"Christie's New York, Rockefeller Center","11/03/2010
                ",sold,36.83,48.26
Paysage,0,300000,400000,Signed Lower Left,nogiven,Oil / Canvas,70,"Christie's New York, Rockefeller Center","11/03/2010
                ",sold,41.28,35.26
Portrait de femme au chapeau fleuri,1022500,1000000,1500000,Signed,nogiven,Oil / Canvas,71,"Christie's New York, Rockefeller Center","11/03/2010
                ",sold,32.08,40.64
TROIS CITRONS,194500,120000,180000,Signed Lower Left,1915,Oil / Canvas,128,Sotheby's New York,"11/03/2010
                ",sold,27.94,15.24
ROSES BLANCHES,278500,200000,300000,Signed Lower Left,nogiven,Oil / Canvas,129,Sotheby's New York,"11/03/2010
                ",sold,21.84,26.42
LES LAVEUSES,266500,80000,120000,Signed Lower Right,nogiven,Oil / Canvas,140,Sotheby's New York,"11/03/2010
                ",sold,19.05,26.42
FORT CARRÉ ET PHARE D'ANTIBES,194500,100000,150000,Signed Lower Right,1916,Oil / Canvas,371,Sotheby's New York,"11/03/2010
                ",sold,31.75,20.02
NATURE MORTE: BOUQUET DE ROSES AVEC CITRONS,0,450000,650000,Signed,nogiven,Oil / Canvas,373,Sotheby's New York,"11/03/2010
                ",sold,36.83,32.39
FEMME DE PROFIL,0,280000,380000,Signed Lower Left,1900,Oil / Canvas,378,Sotheby's New York,"11/03/2010
                ",sold,28.27,36.2
LA COUSEUSE,0,5000000,7000000,Signed Lower Left,1875,Oil / Canvas,34,Sotheby's New York,"11/02/2010
                ",sold,53.98,65.1
Desnudo femenino,0,20880,24090,Signed Lower Right,nogiven,Pastel / Paper,149,Morton Casa de Subastas,"10/28/2010
                ",sold,20.0,24.0
SOUS-BOIS,50000,35000,45000,Signed Initials,nogiven,Oil / Canvas,20,Sotheby's New York,"10/07/2010
                ",sold,11.13,32.72
Vase de Fleurs,464040,413800,491390,Signed Lower Left,nogiven,Oil / Canvas,31,Seoul Auction,"10/04/2010
                ",sold,31.0,33.0
Portrait de Gabrielle,0,38600,64330,Stamped,1910,Oil / Canvas,80,Artcurial Deauville,"08/19/2010
                ",sold,10.0,12.0
Le petit vase,28310,30880,36020,Signed Lower Right,nogiven,Oil / Canvas,81,Artcurial Deauville,"08/19/2010
                ",sold,10.0,10.0
Les bécasses,0,38600,64330,Signed Lower Right,nogiven,Oil / Canvas,82,Artcurial Deauville,"08/19/2010
                ",sold,20.0,14.0
Femme au corsage blanc,149500,80500,103500,Signed,nogiven,Oil / Canvas,146,Shinwa Art Auction,"07/24/2010
                ",sold,21.8,25.7
Jeune femme coucheé en robe rose,1380000,460,690,Signed,1890,Oil / Canvas,148,Shinwa Art Auction,"07/24/2010
                ",sold,41.1,33.0
"Portrait de Claude Renoir, dit Coco",0,200000,250000,Signed,1906,Oil / Canvas on board,181,Matsart Auctioneers & Appraisers,"06/30/2010
                ",sold,12.5,15.5
Vue de Cagnes,287810,89360,119140,Signed Lower Left,nogiven,Oil / Canvas,301,"Christie's London, King Street","06/24/2010
                ",sold,33.3,21.0
Nature morte aux pommes,162710,148930,223400,Signed Lower Right,nogiven,Oil / Canvas,307,"Christie's London, King Street","06/24/2010
                ",sold,35.0,21.7
Bords de mer,484390,268070,372330,Signed,nogiven,Oil / Canvas,309,"Christie's London, King Street","06/24/2010
                ",sold,41.8,27.3
Esquisse de paysage,0,119140,178720,Stamped,1908-12,Oil / Canvas,311,"Christie's London, King Street","06/24/2010
                ",sold,41.0,25.0
Nu couché ,1169660,886500,1182000,Signed,1914,Oil / Canvas,2,"Christie's London, King Street","06/23/2010
                ",sold,50.5,37.8
Corbeille de fleurs,4032470,2955000,4432500,Signed and Dated,1890,Oil / Canvas,12,"Christie's London, King Street","06/23/2010
                ",sold,81.4,65.6
Tête de jeune fille,1715750,1182000,1477500,Signed Lower Right,1888,Oil / Canvas,23,"Christie's London, King Street","06/23/2010
                ",sold,30.7,40.6
PAYSAGE,303260,221630,295500,Signed Lower Left,nogiven,Oil / Canvas,115,"Sotheby's London, New Bond Street","06/23/2010
                ",sold,32.2,22.2
PAYSAGE DE BRETAGNE - MAISON ET CALVAIRE,72770,59100,88650,Unavailable,1902,Oil / Canvas,173,"Sotheby's London, New Bond Street","06/23/2010
                ",sold,29.4,20.0
PAYSAGE À CAGNES,852890,620550,709200,Signed Lower Right,1910,Oil / Canvas,174,"Sotheby's London, New Bond Street","06/23/2010
                ",sold,65.5,54.0
